budget,model,strategy,objective,solver,config,avg_decision_coverage,avg_density_phi,decision_D1_coverage,decision_D2_coverage,decision_D3_coverage,decision_D4_coverage,decision_D5_coverage,global_gr_coverage,redundancy_score,semantic_volume
750,all-MiniLM-L6-v2,prior,mmr,topk,prior/mmr/topk,0.2714259126601513,0.10813826944608733,0.267466071975545,0.2749514399589762,0.2653012587136047,0.27302656316984303,0.25731342030121496,0.25590835635677517,0.4769484133125757,-14.324832942714599
750,all-MiniLM-L6-v2,prior,graphcut,topk,prior/graphcut/topk,0.27142591258369503,0.1081382694285152,0.2674660718645175,0.2749514399589762,0.2653012585249706,0.27302656316984303,0.25731342030121496,0.25590835635677517,0.4769484133125757,-14.324645698659193
750,all-MiniLM-L6-v2,prior,fl,topk,prior/fl/topk,0.2714259126601513,0.10813826944608733,0.267466071975545,0.2749514399589762,0.2653012587136047,0.27302656316984303,0.25731342030121496,0.25590835635677517,0.4769484133125757,-14.324832942714599
750,google/embeddinggemma-300m,prior,mmr,greedy,prior/mmr/greedy,0.6052908392776412,0.04238074857144142,0.6031970525928998,0.6098303696820642,0.5860673905167402,0.5763104849981218,0.5597679609100307,0.5853748113431834,0.15808847082673377,-0.21408976127507762
750,google/embeddinggemma-300m,prior,graphcut,greedy,prior/graphcut/greedy,0.5962081231068849,0.042490495092077356,0.5972214477712161,0.5983913735265245,0.5754931766587011,0.5778490755513283,0.5381640760806397,0.5734619907485844,0.1484083213650112,-0.2125536575891464
750,google/embeddinggemma-300m,prior,fl,greedy,prior/fl/greedy,0.7900076358394759,0.03439914930242834,0.7959816817499998,0.7862385306826681,0.7709186814500053,0.7761150456472093,0.6878030222735612,0.7822072342708366,0.3908726447174009,-1.0661325322569541
750,google/embeddinggemma-300m,prior,mmr,cost_norm,prior/mmr/cost_norm,0.6134988652621677,0.04140975889486243,0.6180041502468109,0.6118733346963644,0.5994605115753221,0.605558021676835,0.5417819872987297,0.5878414403717115,0.16869284388310504,-0.14384061106884816
750,google/embeddinggemma-300m,prior,graphcut,cost_norm,prior/graphcut/cost_norm,0.6078290390899982,0.04189666769168568,0.6130775849888791,0.6057220063140396,0.5928647517161981,0.6000981587182238,0.5345412494310132,0.5842697454632039,0.16315854983931444,-0.1386191482075824
750,google/embeddinggemma-300m,prior,fl,cost_norm,prior/fl/cost_norm,0.809782351305665,0.03416125325240054,0.8125105552682063,0.8111530557326984,0.7909978608442569,0.7796493128641436,0.7362830018745203,0.7986989517944033,0.3449007268503027,-2.5663981628867814
750,google/embeddinggemma-300m,prior,dpp,dpp,prior/dpp/dpp,0.557909545168408,0.05524998057176763,0.5549025052592338,0.5565885296866534,0.5547650368801553,0.5619368543267543,0.5510967300603727,0.5218024342193548,0.2814491815021578,-0.630942181719221
750,google/embeddinggemma-300m,prior,mmr,topk,prior/mmr/topk,0.5232945684038446,0.05899401904382515,0.5216084462244078,0.5242672731300557,0.5145286893045186,0.522207863032187,0.5718288938282149,0.4890653162689336,0.5181986718385849,-11.253647573924852
750,google/embeddinggemma-300m,prior,graphcut,topk,prior/graphcut/topk,0.5232945684038446,0.05899401904382515,0.5216084462244078,0.5242672731300557,0.5145286893045186,0.522207863032187,0.5718288938282149,0.4890653162689336,0.5181986718385849,-11.253647573924852
750,google/embeddinggemma-300m,prior,fl,topk,prior/fl/topk,0.5232945684038446,0.05899401904382515,0.5216084462244078,0.5242672731300557,0.5145286893045186,0.522207863032187,0.5718288938282149,0.4890653162689336,0.5181986718385849,-11.253647573924852
750,Qwen/Qwen3-Embedding-0.6B,prior,mmr,greedy,prior/mmr/greedy,0.8211690902921988,0.016466289165623066,0.8198010907775454,0.8245093023493424,0.815339365329264,0.7975165821136715,0.7983849708839911,0.8127669568928926,0.5054144829792796,-1.4935403390313096
750,Qwen/Qwen3-Embedding-0.6B,prior,graphcut,greedy,prior/graphcut/greedy,0.817839059240551,0.01646411966286459,0.8171883660528657,0.8192107242246214,0.8109369979588977,0.8043595134453986,0.7940007914623055,0.8120186664212067,0.4975940337720907,-1.5596357038560904
